TCS #, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,Peak_Hr_Vehicle_Volume,Peak_Hr_Pedestrian_Volume,Year,Day
547, QUEEN ST E , LESLIE ST ,02/15/1951,43.66327,-79.33021,05-06-2013,8546,1685,2013,Monday
548, QUEEN ST E , WOODBINE AVE ,10/25/1955,43.66878,-79.3058,10-24-2015,17305,2993,2015,Saturday
549, QUEEN ST E , LEE AVE ,02/26/1951,43.6705,-79.298,01-11-2011,15374,3476,2011,Tuesday
550, QUEEN ST E , WINEVA AVE ,10/22/1956,43.67098,-79.29574,01-27-2009,10618,3167,2009,Tuesday
551, QUEEN ST E , BEECH AVE ,05/30/1955,43.67269,-79.28756,07-15-2010,9048,2129,2010,Thursday
552, QUEEN ST W , AUGUSTA AVE ,08/22/1956,43.64806,-79.39966,07-19-2011,7737,6250,2011,Tuesday
553, QUEEN ST W , NIAGARA ST ,07/23/1963,43.64602,-79.40993,08-11-2010,7820,1231,2010,Wednesday
554, QUEEN ST W , SHAW ST ,11/22/1948,43.64474,-79.41628,08-20-2009,11185,2755,2009,Thursday
555, QUEEN ST W , OSSINGTON AVE ,04/19/1960,43.644204,-79.418862,03-14-2013,11628,4053,2013,Thursday
556, QUEEN ST W , DOVERCOURT RD ,02/28/1951,43.64351,-79.4224,03-14-2012,10043,1734,2012,Wednesday
557, EGLINTON AVE W , FLANDERS RD ,04/25/1995,43.69931091,-79.43339467,02-25-2010,17549,344,2010,Thursday
559, QUEEN ST W , KING ST W ,01/01/1959,43.63871,-79.44619,01-17-2012,11428,2278,2012,Tuesday
560, THE QUEENSWAY , COLBORNE LODGE DR ,06/24/1958,43.63953,-79.45948,11-17-2011,14367,642,2011,Thursday
561, THE QUEENSWAY , ELLIS AVE ,01/01/1967,43.63777,-79.46645,10-04-2016,16297,455,2016,Tuesday
562, THE QUEENSWAY , WINDERMERE AVE ,01/01/1967,43.63721,-79.46983,10-04-2016,18547,1446,2016,Tuesday
563, THE QUEENSWAY , STEPHEN DR ,01/01/1957,43.63041,-79.48422,10-05-2016,19213,324,2016,Wednesday
564, THE QUEENSWAY , PARK LAWN RD ,01/31/1958,43.62906,-79.49031,10-05-2016,25901,519,2016,Wednesday
565, THE QUEENSWAY , ROYAL YORK RD ,01/31/1958,43.62635,-79.50258,10-06-2014,23495,1832,2014,Monday
566, THE QUEENSWAY , TAYMALL AVE ,08/03/1995,43.62534,-79.50722,10-15-2013,22298,448,2013,Tuesday
567, THE QUEENSWAY , ISLINGTON AVE ,11/08/1960,43.62364,-79.51478,12-08-2011,41090,1139,2011,Thursday
568, THE QUEENSWAY , KIPLING AVE ,01/31/1958,43.62098,-79.52673,12-02-2014,33000,355,2014,Tuesday
569, VICTORIA PARK AVE , MCNICOLL AVE ,04/09/1975,43.80409,-79.3363,11-01-2010,15009,596,2010,Monday
570, THE QUEENSWAY , ATOMIC AVE ,02/22/1967,43.61777,-79.54085,09-21-2009,20873,428,2009,Monday
571, STRACHAN AVE , FLEET ST ,04/02/1963,43.63627,-79.40961,01-24-2018,11246,265,2018,Wednesday
572, CHURCH ST , ISABELLA ST ,12/07/1967,43.66835,-79.38203,11-10-2016,9670,4585,2016,Thursday
573, PARKSIDE DR , HIGH PARK BLVD ,10/26/1954,43.64493,-79.45626,11-09-2011,14077,911,2011,Wednesday
574, PARKSIDE DR , HOWARD PARK AVE ,12/03/1953,43.64866,-79.45778,09-28-2011,14984,583,2011,Wednesday
575, KEELE ST , GLENLAKE AVE ,11/10/1967,43.65832,-79.4615,06-28-2012,14910,1487,2012,Thursday
576, KEELE ST , ANNETTE ST ,10/16/1952,43.66366,-79.46375,04-21-2015,17195,933,2015,Tuesday
577, WESTON RD , BLACK CREEK DR ,01/01/1958,43.68338,-79.48029,02-15-2018,22850,687,2018,Thursday
578, WESTON RD , LAMBTON AVE ,01/31/1958,43.68426,-79.48401,06-04-2009,7904,410,2009,Thursday
579, WESTON RD , RAY AVE ,04/08/1959,43.68867,-79.49417,06-03-2009,8253,569,2009,Wednesday
580, WESTON RD , DENISON RD E ,01/31/1958,43.69624,-79.50817,04-22-2013,6704,458,2013,Monday
581, WESTON RD , JOHN ST ,02/10/1959,43.70063,-79.51777,04-23-2013,6855,1228,2013,Tuesday
582, WESTON RD , LITTLE AVE ,01/31/1958,43.70105,-79.51944,01-13-2009,9568,1392,2009,Tuesday
583, WESTON RD , CHURCH ST ,01/31/1958,43.70304,-79.52536,04-22-2013,9201,721,2013,Monday
584, WESTON RD , ST PHILLIPS RD ,01/01/1963,43.70635,-79.53229,06-27-2017,20337,261,2017,Tuesday
585, WESTON RD , 401 C E WESTON RD RAMP ,08/16/1966,43.71188,-79.53545,11-24-2010,28448,197,2010,Wednesday
586, WESTON RD , 401 C W WESTON RD RAMP ,12/19/1963,43.71483,-79.53665,12-16-2010,31921,117,2010,Thursday
587, ALBION RD , WESTON RD ,12/18/1957,43.71697123,-79.53748681,05-28-2016,16101,669,2016,Saturday
588, WESTON RD , SHEPPARD AVE W ,07/21/1961,43.73376,-79.53824,03-19-2014,19786,450,2014,Wednesday
589, WESTON RD , FINCH AVE W ,10/14/1964,43.7521,-79.54242,02-21-2013,33275,3092,2013,Thursday
590, KEELE ST , DONALD AVE ,12/31/1963,43.68493,-79.47278,04-13-2016,9466,1348,2016,Wednesday
591, KEELE ST , BEECHBOROUGH AVE ,08/30/1962,43.69436,-79.47479,04-13-2016,11967,274,2016,Wednesday
592, KEELE ST , GULLIVER RD ,02/13/1962,43.69945,-79.47595,04-18-2016,16893,1689,2016,Monday
593, KEELE ST , FLAMBOROUGH DR ,01/30/1961,43.70293,-79.47673,04-13-2016,14349,676,2016,Wednesday
594, KEELE ST , MAPLE LEAF DR ,08/22/1961,43.7148,-79.47942,04-07-2016,20077,222,2016,Thursday
595, KEELE ST , 401 C E KEELE ST RAMP ,10/20/1965,43.72122,-79.4809,03-08-2016,33776,316,2016,Tuesday
596, KEELE ST , 401 C W KEELE ST RAMP ,10/20/1965,43.724385,-79.481597,03-08-2016,32531,487,2016,Tuesday
597, KEELE ST , WILSON AVE ,01/31/1958,43.726702,-79.482042,11-24-2016,37314,3224,2016,Thursday
598, KEELE ST , TILBURY DR ,02/15/1968,43.7303393,-79.482902,03-08-2016,20253,778,2016,Tuesday
599, KEELE ST , CALVINGTON DR ,10/29/1962,43.733587,-79.48367,03-08-2016,19865,526,2016,Tuesday
600, KEELE ST , SHEPPARD AVE W ,10/09/1962,43.7447866,-79.486324,01-16-2018,28633,2043,2018,Tuesday
601, FINCH AVE W , KEELE ST ,01/01/1964,43.7634806,-79.490976,02-27-2016,14038,1885,2016,Saturday
602, STEELES AVE W , KEELE ST ,02/21/1968,43.781523,-79.494495,05-13-2015,39154,1414,2015,Wednesday
603, AVENUE RD , HEATH ST W ,09/29/1968,43.6887347,-79.402311,04-13-2016,21501,933,2016,Wednesday
604, O CONNOR DR , WAKUNDA PL ,02/05/1968,43.71562,-79.305035,03-07-2013,10868,637,2013,Thursday
605, COLLEGE ST , DUFFERIN ST ,11/19/1948,43.6525538,-79.432536,06-11-2016,14803,5131,2016,Saturday
606, DUFFERIN ST , SYLVAN AVE ,06/06/1963,43.6552105,-79.433568,04-28-2016,10922,378,2016,Thursday
607, DUFFERIN ST , HALLAM ST ,06/27/1956,43.6658286,-79.437886,04-26-2016,12163,911,2016,Tuesday
608, DUFFERIN ST , DUPONT ST ,10/29/1954,43.6684721,-79.439014,06-11-2016,21475,2644,2016,Saturday
609, DUFFERIN ST , HOPE ST ,05/02/1968,43.6823708,-79.444848,04-12-2016,12149,551,2016,Tuesday
610, DUFFERIN ST , ROGERS RD ,01/31/1958,43.6855558,-79.446104,04-18-2016,18229,2065,2016,Monday
611, DUFFERIN ST , HOLMESDALE RD ,10/20/1966,43.688628,-79.447385,04-12-2016,12682,469,2016,Tuesday
612, DUFFERIN ST , CASTLEFIELD AVE ,08/04/1965,43.7007517,-79.451768,04-11-2016,22169,1115,2016,Monday
613, DUFFERIN ST , GLENCAIRN AVE ,10/25/1957,43.7070021,-79.453212,04-11-2016,19806,1073,2016,Monday
614, DUFFERIN ST , ORFUS RD ,03/20/1959,43.720449,-79.456104,04-11-2016,19721,1334,2016,Monday
615, DUFFERIN ST , BENTWORTH AVE ,02/19/1963,43.7217507,-79.456413,03-22-2016,24404,787,2016,Tuesday
616, DUFFERIN ST , BRIDGELAND AVE ,12/13/1963,43.7269726,-79.457655,04-04-2016,27257,249,2016,Monday
617, WILSON AVE , DUFFERIN ST ,01/31/1958,43.7320807,-79.458897,04-04-2016,19454,1122,2016,Monday
618, DUFFERIN ST , FINCH AVE W ,01/01/1967,43.7688703,-79.466898,12-03-2016,35560,1056,2016,Saturday
619, STEELES AVE W , DUFFERIN ST ,08/14/1968,43.7872672,-79.470123,12-10-2016,37360,1877,2016,Saturday
620, DON MILLS RD , OVERLEA BLVD ,01/14/1978,43.7099841,-79.334385,05-20-2015,32000,6014,2015,Wednesday
621, DON MILLS RD , ST DENNIS DR ,07/14/1964,43.7165457,-79.337275,10-21-2010,25442,872,2010,Thursday
622, REXDALE BLVD , QUEENS PLATE DR ,07/25/1985,43.7191909,-79.60347,04-21-2016,18772,270,2016,Thursday
623, DON MILLS RD , BARBER GREENE RD ,08/15/1967,43.7276374,-79.340813,03-17-2011,24273,933,2011,Thursday
624, DON MILLS RD , THE DONWAY E ,11/03/1960,43.74085,-79.344418,04-21-2011,26186,199,2011,Thursday
625, DON MILLS RD , THE DONWAY E ,01/01/1958,43.732251,-79.342103,06-13-2011,22907,452,2011,Monday
626, DON MILLS RD , YORK MILLS RD ,05/26/1965,43.7557927,-79.347046,04-04-2016,36703,2306,2016,Monday
627, SHEPPARD AVE E , DON MILLS RD ,04/01/1964,43.7750865,-79.34703,06-05-2013,38172,1531,2013,Wednesday
628, DON MILLS RD , VAN HORNE AVE ,06/18/1970,43.7873456,-79.353004,09-30-2009,22979,1507,2009,Wednesday
629, DON MILLS RD , ESTERBROOKE AVE ,11/01/1974,43.7791002,-79.348727,01-16-2018,21140,2285,2018,Tuesday
630, WILSON AVE , WILSON HEIGHTS BLVD ,01/31/1958,43.7345828,-79.4472,04-09-2016,21511,475,2016,Saturday
631, SHEPPARD AVE W , WILSON HEIGHTS BLVD ,02/01/1962,43.7516592,-79.456729,02-26-2014,32661,2093,2014,Wednesday
632, WILSON HEIGHTS BLVD , WATERLOO AVE ,07/02/1968,43.7553365,-79.45992,12-10-2009,5324,102,2009,Thursday
633, KEELE ST , GRANDRAVINE DR ,11/12/1968,43.7520138,-79.488128,02-18-2014,11576,237,2014,Tuesday
634, DON MILLS RD , DUNCAN MILL RD ,11/29/1980,43.7617546,-79.347221,03-09-2010,23590,1294,2010,Tuesday
635, LAWRENCE AVE W , PINE ST ,12/08/1968,43.7019656,-79.508309,06-10-2013,12971,1511,2013,Monday
636, THE QUEENSWAY , ST LAWRENCE AVE ,09/27/1968,43.6226531,-79.519097,03-28-2011,15888,130,2011,Monday
637, WESTON RD , BRADSTOCK RD ,04/09/1968,43.7389792,-79.5394628,04-30-2012,12974,1048,2012,Monday
638, EGLINTON AVE E , MASON RD ,12/31/1968,43.7417938,-79.225156,12-09-2010,18274,1023,2010,Thursday
639, YONGE ST , 401 C W YONGE ST S RAMP ,05/24/1966,43.75484,-79.40884,06-25-2012,42568,10,2012,Monday
640, DUNDAS ST W , SORAUREN AVE ,04/05/1969,43.6511963,-79.445285,06-08-2015,13636,608,2015,Monday
641, ST CLAIR AVE E , HERRON AVE ,02/20/1969,43.7109681,-79.28593,12-14-2016,16009,331,2016,Wednesday
642, DONLANDS AVE , MILLWOOD RD ,01/01/1962,43.69721,-79.34914,04-22-2017,19015,141,2017,Saturday
643, BAYVIEW AVE , POST RD ,01/10/1956,43.7364307,-79.381904,05-09-2011,28651,517,2011,Monday
644, BAYVIEW AVE , YORK MILLS RD ,01/01/1957,43.7480641,-79.384143,04-09-2016,26296,482,2016,Saturday
645, BAYVIEW AVE , FIFE RD ,03/21/1960,43.7548163,-79.385527,03-23-2011,19359,606,2011,Wednesday
646, BAYVIEW AVE , 401 C E BAYVIEW RAMP ,09/14/1965,43.7619212,-79.386856,06-13-2011,34224,116,2011,Monday
647, BAYVIEW AVE , 401 C W BAYVIEW RAMP ,12/22/1967,43.764483,-79.387379,05-17-2011,38081,354,2011,Tuesday
648, SHEPPARD AVE E , BAYVIEW AVE ,09/30/1968,43.7666244,-79.388044,12-02-2015,48835,2161,2015,Wednesday
649, BAYVIEW AVE , CITATION DR ,01/14/1966,43.7743467,-79.389797,06-19-2017,21680,244,2017,Monday
650, BAYVIEW AVE , FINCH AVE E ,12/03/1962,43.7849891,-79.392235,06-01-2017,37045,1087,2017,Thursday
651, BAYVIEW AVE , CUMMER AVE ,03/20/1967,43.7923392,-79.393624,12-06-2017,25686,538,2017,Wednesday
652, STEELES AVE E , BAYVIEW AVE ,03/01/1966,43.8032514,-79.396314,01-30-2018,37327,470,2018,Tuesday
653, BAYVIEW AVE , RUDDINGTON DR ,02/09/1969,43.7880388,-79.392735,03-30-2009,19775,771,2009,Monday
654, DAWES RD , SECORD AVE ,08/07/1959,43.693593,-79.29727,10-26-2009,8060,371,2009,Monday
655, DAWES RD , GOWER ST ,01/01/1957,43.7022923,-79.296947,05-17-2012,7243,1177,2012,Thursday
656, LUMSDEN AVE , MAIN ST ,01/01/1972,43.6948671,-79.304747,01-06-2011,8472,1003,2011,Thursday
657, COXWELL AVE , SAMMON AVE ,03/21/1960,43.68882,-79.325838,05-05-2016,9053,2703,2016,Thursday
658, GREENWOOD AVE , SAMMON AVE ,01/31/1958,43.6868912,-79.334692,01-26-2010,8093,748,2010,Tuesday
659, DONLANDS AVE , SAMMON AVE ,01/01/1960,43.685836,-79.339519,04-04-2011,7811,894,2011,Monday
660, WOODBINE AVE , LUMSDEN AVE ,01/31/1958,43.6927726,-79.315855,10-24-2015,14660,714,2015,Saturday
661, COXWELL AVE , MORTIMER AVE ,01/31/1958,43.6905966,-79.326553,05-07-2016,12385,947,2016,Saturday
662, GREENWOOD AVE , MORTIMER AVE ,08/07/1959,43.6886426,-79.335443,01-25-2010,10268,792,2010,Monday
663, DONLANDS AVE , MORTIMER AVE ,08/07/1959,43.6876049,-79.340228,02-14-2013,12339,712,2013,Thursday
664, MORTIMER AVE , PAPE AVE ,01/31/1958,43.685721,-79.3476386,04-22-2017,16061,1819,2017,Saturday
665, WOODBINE AVE , COSBURN AVE ,01/31/1958,43.6964341,-79.31742,02-21-2013,13743,878,2013,Thursday
666, COXWELL AVE , COSBURN AVE ,01/31/1958,43.6941379,-79.328003,05-09-2016,13156,1838,2016,Monday
667, COSBURN AVE , GREENWOOD AVE ,08/07/1959,43.6920347,-79.337723,08-20-2009,8030,229,2009,Thursday
668, DONLANDS AVE , COSBURN AVE ,08/07/1959,43.6911338,-79.34167,03-15-2011,13087,462,2011,Tuesday
669, PAPE AVE , COSBURN AVE ,01/31/1958,43.6893922,-79.34881,04-22-2017,13186,7481,2017,Saturday
670, BATHURST ST , INVERMAY AVE ,12/29/1965,43.7414973,-79.43502,04-07-2015,15664,748,2015,Tuesday
671, BATHURST ST , YORK DOWNS DR ,11/18/1958,43.7472416,-79.436456,03-23-2015,18000,462,2015,Monday
672, BATHURST ST , SHEPPARD AVE W ,01/31/1958,43.7554527,-79.438452,03-19-2014,28885,2442,2014,Wednesday
673, BATHURST ST , ELLERSLIE AVE ,07/27/1961,43.7624442,-79.440171,04-01-2015,12940,935,2015,Wednesday
674, BATHURST ST , HORSHAM AVE ,06/01/1965,43.7686039,-79.441657,03-23-2015,17483,170,2015,Monday
675, BATHURST ST , FINCH AVE W ,03/20/1962,43.7738567,-79.442978,11-29-2016,35888,6373,2016,Tuesday
676, BATHURST ST , DREWRY AVE ,10/08/1966,43.7810687,-79.44481,03-23-2015,25127,1614,2015,Monday
677, BATHURST ST , ROCKFORD RD ,12/29/1966,43.785938,-79.446008,03-23-2015,21721,1193,2015,Monday
678, STEELES AVE W , BATHURST ST ,02/02/1966,43.79245,-79.445714,03-23-2015,36119,3202,2015,Monday
679, OVERLEA BLVD , THORNCLIFFE PARK DR ,01/01/1963,43.707478,-79.343608,11-29-2017,17874,2479,2017,Wednesday
680, OVERLEA BLVD , THORNCLIFFE PARK DR ,01/01/1963,43.705011,-79.349824,12-12-2012,14180,2178,2012,Wednesday
681, LAIRD DR , MCRAE DR ,01/01/1957,43.710376,-79.363498,04-22-2017,15150,1029,2017,Saturday
682, LAIRD DR , MILLWOOD RD ,01/01/1961,43.703231,-79.360591,04-22-2017,22733,174,2017,Saturday
683, MILLWOOD RD , MCRAE DR ,01/01/1963,43.704803,-79.368108,07-05-2012,7982,976,2012,Thursday
684, MILLWOOD RD , SUTHERLAND DR ,01/01/1963,43.7035751,-79.3643727,10-23-2012,5206,581,2012,Tuesday
685, SOUTHVALE DR , MILLWOOD RD ,01/01/1960,43.702467,-79.361576,01-07-2017,8873,118,2017,Saturday
686, MILLWOOD RD , VILLAGE STATION RD ,05/30/1961,43.7019,-79.35809,01-12-2017,15467,164,2017,Thursday
687, MILLWOOD RD , OVERLEA BLVD ,05/30/1961,43.70196,-79.35288,04-22-2017,23732,250,2017,Saturday
688, PHARMACY AVE , SURREY AVE ,06/15/1966,43.7374184,-79.3022695,08-19-2009,11729,933,2009,Wednesday
689, WARDEN AVE , FIRVALLEY CRT ,12/23/1965,43.70369,-79.27748,05-06-2015,8457,821,2015,Wednesday
690, WARDEN AVE , COMSTOCK RD ,08/19/1964,43.7215184,-79.2850107,11-24-2014,16573,763,2014,Monday
691, MIDLAND AVE , PROGRESS AVE ,02/14/1968,43.77298,-79.27297,12-10-2016,19487,227,2016,Saturday
692, KENNEDY RD , PROGRESS AVE ,09/11/1969,43.76943,-79.28226,11-15-2012,29981,1487,2012,Thursday
693, ELLESMERE RD , PHARMACY AVE ,08/13/1959,43.7590889,-79.3102192,09-20-2017,24438,1697,2017,Wednesday
694, WARDEN AVE , ELLESMERE RD ,06/09/1963,43.76127,-79.30072,04-05-2016,38566,1108,2016,Tuesday
695, ELLESMERE RD , BIRCHMOUNT RD ,03/15/1961,43.76347,-79.29137,04-04-2016,32431,1683,2016,Monday
696, KENNEDY RD , ELLESMERE RD ,01/02/1960,43.76587,-79.28109,04-04-2016,28790,1728,2016,Monday
697, ELLESMERE RD , MIDLAND AVE ,12/28/1965,43.76799,-79.27111,04-02-2016,25211,512,2016,Saturday
698, ELLESMERE RD , BRIMLEY RD ,07/06/1968,43.77013,-79.26128,04-04-2016,24054,677,2016,Monday
699, MCCOWAN RD , ELLESMERE RD ,12/31/1965,43.7722,-79.25149,05-02-2015,29600,1601,2015,Saturday
700, ELLESMERE RD , BELLAMY RD N ,08/30/1968,43.77442,-79.24171,04-04-2016,20222,840,2016,Monday
701, MARKHAM RD , SHEPPARD AVE E ,04/27/1964,43.7939,-79.23876,04-05-2014,31662,1054,2014,Saturday
702, MARKHAM RD , ELLESMERE RD ,10/12/1964,43.77645,-79.23174,03-29-2014,30563,3011,2014,Saturday
703, MARKHAM RD , BRIMORTON DR ,09/09/1966,43.77351,-79.23066,04-08-2014,18729,1380,2014,Tuesday
704, MARKHAM RD , GREENCEDAR CRCT ,12/08/1964,43.75785,-79.22469,04-08-2014,15767,2065,2014,Tuesday
705, ISLINGTON AVE , NORSEMAN ST ,01/01/1958,43.63421,-79.5191,04-15-2013,19564,856,2013,Monday
706, DUNDAS ST W , ISLINGTON AVE ,03/31/1960,43.65141,-79.52639,05-14-2016,31272,376,2016,Saturday
707, ISLINGTON AVE , RATHBURN RD ,05/10/1965,43.66242,-79.53116,04-28-2014,17332,221,2014,Monday
708, ISLINGTON AVE , THE KINGSWAY ,01/01/1959,43.66839,-79.53383,04-24-2014,18172,97,2014,Thursday
709, EGLINTON AVE W , ISLINGTON AVE ,01/17/1961,43.67986,-79.53898,04-29-2014,32669,985,2014,Tuesday
710, ISLINGTON AVE , SUMMITCREST DR ,06/01/1967,43.6832,-79.5405,04-29-2014,16055,214,2014,Tuesday
711, ISLINGTON AVE , THE WESTWAY ,12/30/1963,43.68864,-79.54286,04-24-2014,20731,546,2014,Thursday
712, ISLINGTON AVE , 401 C E ISLINGTON RAMP ,12/13/1965,43.70816,-79.55176,05-28-2014,26521,143,2014,Wednesday
713, ISLINGTON AVE , 401 C W ISLINGTON N RAMP ,12/17/1965,43.71143,-79.55328,05-28-2014,25740,180,2014,Wednesday
714, REXDALE BLVD , ISLINGTON AVE ,07/19/1960,43.71377,-79.55491,05-28-2014,20171,91,2014,Wednesday
715, ISLINGTON AVE , BERGAMOT AVE ,08/02/1968,43.71696,-79.55597,04-26-2014,17107,1120,2014,Saturday
716, ISLINGTON AVE , ELMHURST DR ,01/23/1964,43.72318,-79.55888,04-23-2014,16084,1335,2014,Wednesday
717, ISLINGTON AVE , ALBION RD ,01/31/1958,43.73727,-79.56531,05-25-2016,28222,997,2016,Wednesday
718, REXDALE BLVD , BERGAMOT AVE ,07/08/1968,43.71336,-79.55972,04-21-2016,14706,309,2016,Thursday
719, ELLESMERE RD , MORNINGSIDE AVE ,03/09/1968,43.78535,-79.19337,02-27-2016,17062,1660,2016,Saturday
720, EGLINTON AVE W , CASTLE KNOCK RD ,07/31/1969,43.70397,-79.41167,03-21-2012,10687,1811,2012,Wednesday
721, WESTON RD , MCCORMACK ST ,09/18/1969,43.67725,-79.47187,04-22-2015,16442,270,2015,Wednesday
722, WARDEN AVE , BAMBURGH CRCL ,07/23/1984,43.81165,-79.32339,01-30-2012,16977,1189,2012,Monday
723, ALBION RD , ELMHURST DR ,06/01/1969,43.72514,-79.55051,05-25-2016,15959,291,2016,Wednesday
724, KIPLING AVE , NORTH QUEEN ST ,12/12/1962,43.62526,-79.52845,11-01-2017,23183,255,2017,Wednesday
725, KIPLING AVE , NORSEMAN ST ,08/20/1968,43.63154,-79.53102,01-27-2014,20231,300,2014,Monday
726, KIPLING AVE , BURNHAMTHORPE RD ,09/25/1960,43.65101,-79.53933,12-03-2016,17805,148,2016,Saturday
727, KIPLING AVE , RATHBURN RD ,10/30/1963,43.65988,-79.54323,12-02-2014,15208,286,2014,Tuesday
728, KIPLING AVE , PRINCESS MARGARET BLVD ,10/24/1966,43.67012,-79.54773,12-16-2014,12983,119,2014,Tuesday
729, EGLINTON AVE W , KIPLING AVE ,01/01/1962,43.67725,-79.5509,09-15-2015,31302,1176,2015,Tuesday
730, KIPLING AVE , THE WESTWAY ,10/08/1964,43.68564,-79.55468,12-16-2014,15510,579,2014,Tuesday
731, KIPLING AVE , BELFIELD RD ,07/10/1968,43.70491,-79.56347,05-19-2015,20664,235,2015,Tuesday
732, REXDALE BLVD , KIPLING AVE ,01/31/1958,43.71173,-79.5667,05-15-2015,32041,1658,2015,Friday
733, KIPLING AVE , WESTHUMBER BLVD ,08/19/1965,43.72814,-79.57465,12-04-2014,9940,981,2014,Thursday
734, ALBION RD , KIPLING AVE ,08/27/1965,43.7397,-79.58033,11-29-2014,24839,720,2014,Saturday
735, THE WEST MALL , EVANS AVE ,12/13/1963,43.60836,-79.55863,11-26-2016,16464,29,2016,Saturday
736, LESLIE ST , TALWOOD DR ,11/13/1970,43.74088,-79.35745,12-20-2010,16088,248,2010,Monday
737, LESLIE ST , SOUTHWELL DR ,11/24/1970,43.746,-79.3585,11-10-2016,21689,618,2016,Thursday
738, LESLIE ST , BANNATYNE DR ,09/30/1969,43.75873,-79.36128,11-08-2016,23421,825,2016,Tuesday
739, SHEPPARD AVE W , WILMINGTON AVE ,01/25/1961,43.75271,-79.4519,03-03-2014,21079,1444,2014,Monday
740, SHEPPARD AVE W , SENLAC RD ,08/18/1966,43.75897,-79.42254,03-19-2014,13952,390,2014,Wednesday
741, SHEPPARD AVE E , WILLOWDALE AVE ,09/10/1964,43.76403,-79.39968,03-01-2014,18332,332,2014,Saturday
742, SHEPPARD AVE E , HAWKSBURY DR ,02/21/1970,43.76786,-79.38314,06-25-2013,22684,1073,2013,Tuesday
743, SHEPPARD AVE E , BURBANK DR ,10/01/1967,43.76925,-79.37663,03-01-2014,18538,367,2014,Saturday
744, SHEPPARD AVE E , LESLIE ST ,03/06/1968,43.77169,-79.36416,04-18-2017,43601,1803,2017,Tuesday
745, SHEPPARD AVE E , SHAUGHNESSY BLVD ,12/16/1966,43.77377,-79.35333,06-18-2013,18536,378,2013,Tuesday
746, SHEPPARD AVE E , FAIRVIEW MALL DR ,11/18/1958,43.77628,-79.34112,06-05-2013,31362,157,2013,Wednesday
747, SHEPPARD AVE E , 404 N SHEPPARD AVE RAMP ,01/01/1980,43.77589,-79.33775,06-06-2013,37615,327,2013,Thursday
748, SHEPPARD AVE E , VICTORIA PARK AVE ,11/25/1955,43.77527,-79.32301,04-05-2014,27789,3263,2014,Saturday
749, SHEPPARD AVE E , PHARMACY AVE ,02/22/1966,43.77653,-79.31775,02-03-2018,23952,830,2018,Saturday
750, SHEPPARD AVE E , WARDEN AVE ,12/16/1964,43.77875,-79.30789,03-29-2014,27706,2612,2014,Saturday
751, SHEPPARD AVE E , BIRCHMOUNT RD ,09/12/1964,43.78109,-79.2981,12-07-2016,27624,2561,2016,Wednesday
752, KENNEDY RD , SHEPPARD AVE E ,01/31/1958,43.7833,-79.28824,04-05-2014,34649,4037,2014,Saturday
753, LESLIE ST , 401 C W LESLIE ST RAMP ,03/06/1968,43.76726,-79.36365,05-20-2015,36440,141,2015,Wednesday
754, LESLIE ST , 401 C E LESLIE ST RAMP ,12/10/1989,43.76384,-79.36192,06-15-2011,39785,197,2011,Wednesday
755, LESLIE ST , YORK MILLS RD ,02/15/1965,43.75297,-79.35995,05-03-2014,34929,1102,2014,Saturday
756, YORK MILLS RD , DVP N YORK MILLS W RAMP ,03/30/1967,43.75893,-79.33403,03-09-2016,20345,364,2016,Wednesday
757, YORK MILLS RD , FENSIDE DR ,08/24/1965,43.7607,-79.327757,03-09-2016,15574,1324,2016,Wednesday
758, VICTORIA PARK AVE , 401 C W VICTORIA PR RAMP ,06/09/1965,43.76947209,-79.32053555,12-12-2017,27582,28,2017,Tuesday
759, VICTORIA PARK AVE , 401 C E VICTORIA PR RAMP ,06/17/1966,43.76694,-79.31918,11-24-2010,35267,0,2010,Wednesday
760, WARDEN AVE , 401 C W WARDEN AV RAMP ,08/22/1966,43.77156653,-79.30489928,05-05-2015,31051,14,2015,Tuesday
761, WARDEN AVE , 401 C E WARDEN AV S RAMP ,07/06/1968,43.76903,-79.30366,05-05-2015,31679,13,2015,Tuesday
762, BROWNS LINE , VALERMO DR ,07/27/1965,43.6060424,-79.5471408,11-24-2016,19000,116,2016,Thursday
763, BROWNS LINE , HORNER AVE ,08/04/1960,43.60169,-79.54523,11-26-2016,15384,542,2016,Saturday
764, KIPLING AVE , HORNER AVE ,06/27/1962,43.60722,-79.52074,02-11-2014,16598,699,2014,Tuesday
765, KIPLING AVE , EVANS AVE ,01/19/1961,43.61589,-79.52461,05-20-2015,27591,1056,2015,Wednesday
766, LAKE SHORE BLVD W , TWENTY SEVENTH ST ,10/27/1972,43.59643,-79.52497,11-12-2015,10258,1358,2015,Thursday
767, KIPLING AVE , BIRMINGHAM ST ,08/04/1957,43.60071,-79.518,03-13-2013,9660,794,2013,Wednesday
768, EGLINTON AVE E , HOYLE AVE ,08/15/1984,43.71058,-79.37965,05-09-2011,16650,648,2011,Monday
769, ST CLAIR AVE W , NORTHCLIFFE BLVD ,06/23/1981,43.67845,-79.44084,08-12-2015,7611,2837,2015,Wednesday
770, DWIGHT AVE , BIRMINGHAM ST ,05/15/1964,43.60485,-79.49897,10-17-2012,3813,488,2012,Wednesday
